acci_name_ar,acci_name_normalized,count,incident_type_ar,severity_ar,incident_type_en,severity_label_en,incident_type_code,severity_code,severity_weight,is_severity_known,include_in_eda,exclude_reason,review_status,notes
حادث تدهور مركبة ثقيلة- متوسط,حادث تدهور مركبة ثقيلة - متوسط,35,تدهور مركبة ثقيلة,متوسط,heavy vehicle rollover,moderate,heavy_vehicle_rollover,moderate,2,true,true,,translated_reviewed,
سقوط شخص من مركبة أثناء سيرها - بليغ,سقوط شخص من مركبة أثناء سيرها - بليغ,33,سقوط شخص من مركبة أثناء سيرها,بليغ,person falling from moving vehicle,severe,person_falling_from_vehicle,severe,3,true,true,,translated_reviewed,
تم الغاء نوع الحدث1,تم الغاء نوع الحدث1,32,تم الغاء نوع الحدث1,,cancelled event type,not specified,cancelled_event_type,unknown,0,false,false,cancelled_event_type,reviewed_excluded,Administrative/cancelled source category; excluded from category-level EDA.
سقوط رافعة- بسيط,سقوط رافعة - بسيط,32,سقوط رافعة,بسيط,crane fall,minor,crane_fall,minor,1,true,true,,translated_reviewed,
حادث صدم شجرة- بليغ,حادث صدم شجرة - بليغ,31,صدم شجرة,بليغ,hit tree,severe,hit_tree,severe,3,true,true,,translated_reviewed,
حادث صدم جدار- متوسط,حادث صدم جدار - متوسط,30,صدم جدار,متوسط,hit wall,moderate,hit_wall,moderate,2,true,true,,translated_reviewed,
صدم حواجز - بليغ,صدم حواجز - بليغ,30,صدم حواجز,بليغ,hit barrier,severe,hit_barrier,severe,3,true,true,,translated_reviewed,
حادث صدم و هروب- متوسط,حادث صدم و هروب - متوسط,28,صدم و هروب,متوسط,hit and run,moderate,hit_and_run,moderate,2,true,true,,translated_reviewed,
تم الغاء نوع الحدث 2,تم الغاء نوع الحدث 2,26,تم الغاء نوع الحدث 2,,cancelled event type,not specified,cancelled_event_type,unknown,0,false,false,cancelled_event_type,reviewed_excluded,Administrative/cancelled source category; excluded from category-level EDA.
تدهور حافلة عمال أو موظفين - بسيط,تدهور حافلة عمال أو موظفين - بسيط,23,تدهور حافلة عمال أو موظفين,بسيط,worker bus rollover,minor,worker_bus_rollover,minor,1,true,true,,translated_reviewed,
صدم حيوان - بليغ,صدم حيوان - بليغ,22,صدم حيوان,بليغ,hit animal,severe,hit_animal,severe,3,true,true,,translated_reviewed,
صدم إشارة ضوئية - بليغ,صدم إشارة ضوئية - بليغ,22,صدم إشارة ضوئية,بليغ,hit traffic signal,severe,hit_traffic_signal,severe,3,true,true,,translated_reviewed,
قيادة مركبة بدون رخصة,قيادة مركبة بدون رخصة,21,قيادة مركبة بدون رخصة,,driving without a license,not specified,driving_without_license,unknown,0,false,true,,translated_reviewed,
تدهور حافلة عمال أو موظفين - بليغ,تدهور حافلة عمال أو موظفين - بليغ,21,تدهور حافلة عمال أو موظفين,بليغ,worker bus rollover,severe,worker_bus_rollover,severe,3,true,true,,translated_reviewed,
حادث صدم رصيف,حادث صدم رصيف,20,صدم رصيف,,hit curb,not specified,hit_curb,unknown,0,false,true,,translated_reviewed,
صدم علامة مرورية - بليغ,صدم علامة مرورية - بليغ,18,صدم علامة مرورية,بليغ,hit traffic sign,severe,hit_traffic_sign,severe,3,true,true,,translated_reviewed,
حادث صدم شجرة- متوسط,حادث صدم شجرة - متوسط,17,صدم شجرة,متوسط,hit tree,moderate,hit_tree,moderate,2,true,true,,translated_reviewed,
حادث صدم حيوان- بليغ,حادث صدم حيوان - بليغ,17,صدم حيوان,بليغ,hit animal,severe,hit_animal,severe,3,true,true,,translated_reviewed,
تدهور صهريج لمواد قابلة للاشتعال - بسيط,تدهور صهريج لمواد قابلة للاشتعال - بسيط,16,تدهور صهريج لمواد قابلة للاشتعال,بسيط,flammable materials tanker rollover,minor,flammable_tanker_rollover,minor,1,true,true,,translated_reviewed,
سقوط مركبة من ارتفاع- بسيط,سقوط مركبة من ارتفاع - بسيط,16,سقوط مركبة من ارتفاع,بسيط,vehicle falling from height,minor,vehicle_falling_from_height,minor,1,true,true,,translated_reviewed,
سقوط مركبة في حفرة- بليغ,سقوط مركبة في حفرة - بليغ,16,سقوط مركبة في حفرة,بليغ,vehicle falling into pit,severe,vehicle_falling_into_pit,severe,3,true,true,,translated_reviewed,
سقوط مركبة في حفرة - بليغ,سقوط مركبة في حفرة - بليغ,13,سقوط مركبة في حفرة,بليغ,vehicle falling into pit,severe,vehicle_falling_into_pit,severe,3,true,true,,translated_reviewed,
حادث صدم لوحة إرشادية,حادث صدم لوحة إرشادية,12,صدم لوحة إرشادية,,hit guide sign,not specified,hit_guide_sign,unknown,0,false,true,,translated_reviewed,
حادث تدهور باص عمال او موظفين- بسيط,حادث تدهور باص عمال او موظفين - بسيط,12,تدهور باص عمال او موظفين,بسيط,worker bus rollover,minor,worker_bus_rollover,minor,1,true,true,,translated_reviewed,
حادث تدهور باص عمال او موظفين- بليغ,حادث تدهور باص عمال او موظفين - بليغ,12,تدهور باص عمال او موظفين,بليغ,worker bus rollover,severe,worker_bus_rollover,severe,3,true,true,,translated_reviewed,
اصطدام بين حافلة مدرسية ومركبة - بليغ,اصطدام بين حافلة مدرسية ومركبة - بليغ,12,اصطدام بين حافلة مدرسية ومركبة,بليغ,school bus and vehicle collision,severe,school_bus_vehicle_collision,severe,3,true,true,,translated_reviewed,
حادث صدم عمود,حادث صدم عمود,12,صدم عمود,,hit pole,not specified,hit_pole,unknown,0,false,true,,translated_reviewed,
صدم باب - بليغ,صدم باب - بليغ,11,صدم باب,بليغ,hit door,severe,hit_door,severe,3,true,true,,translated_reviewed,
تعطل مثبت السرعة,تعطل مثبت السرعة,11,تعطل مثبت السرعة,,cruise control malfunction,not specified,cruise_control_malfunction,unknown,0,false,true,,translated_reviewed,
صدم مبنى - بليغ,صدم مبنى - بليغ,10,صدم مبنى,بليغ,hit building,severe,hit_building,severe,3,true,true,,translated_reviewed,
صدم مركبة عسكرية - بليغ,صدم مركبة عسكرية - بليغ,10,صدم مركبة عسكرية,بليغ,hit military vehicle,severe,hit_military_vehicle,severe,3,true,true,,translated_reviewed,
حادث صدم لوحة إرشادية- بليغ,حادث صدم لوحة إرشادية - بليغ,9,صدم لوحة إرشادية,بليغ,hit guide sign,severe,hit_guide_sign,severe,3,true,true,,translated_reviewed,
سقوط مركبة في حفرة- متوسط,سقوط مركبة في حفرة - متوسط,9,سقوط مركبة في حفرة,متوسط,vehicle falling into pit,moderate,vehicle_falling_into_pit,moderate,2,true,true,,translated_reviewed,
انفصال مقطورة عن مركبة أثناء سيرها,انفصال مقطورة عن مركبة أثناء سيرها,9,انفصال مقطورة عن مركبة أثناء سيرها,,trailer detached from moving vehicle,not specified,trailer_detached_from_vehicle,unknown,0,false,true,,translated_reviewed,
حادث صدم ترام- بسيط,حادث صدم ترام - بسيط,8,صدم ترام,بسيط,hit tram,minor,hit_tram,minor,1,true,true,,translated_reviewed,
حادث تدهور صهريج لمواد قابلة للاشتعال- بسيط,حادث تدهور صهريج لمواد قابلة للاشتعال - بسيط,8,تدهور صهريج لمواد قابلة للاشتعال,بسيط,flammable materials tanker rollover,minor,flammable_tanker_rollover,minor,1,true,true,,translated_reviewed,
صدم صهريج مواد كيماوية - بليغ,صدم صهريج مواد كيماوية - بليغ,8,صدم صهريج مواد كيماوية,بليغ,hit chemical tanker,severe,hit_chemical_tanker,severe,3,true,true,,translated_reviewed,
تدهور صهريج لمواد قابلة للاشتعال - بليغ,تدهور صهريج لمواد قابلة للاشتعال - بليغ,8,تدهور صهريج لمواد قابلة للاشتعال,بليغ,flammable materials tanker rollover,severe,flammable_tanker_rollover,severe,3,true,true,,translated_reviewed,
حادث ضد مجهول,حادث ضد مجهول,8,ضد مجهول,,incident involving unknown party,not specified,unknown_party_incident,unknown,0,false,true,,translated_reviewed,Dubai Police category; verify exact operational meaning if used in final report.
حادث صدم لوحة إرشادية- متوسط,حادث صدم لوحة إرشادية - متوسط,8,صدم لوحة إرشادية,متوسط,hit guide sign,moderate,hit_guide_sign,moderate,2,true,true,,translated_reviewed,
سقوط رافعة- بليغ,سقوط رافعة - بليغ,7,سقوط رافعة,بليغ,crane fall,severe,crane_fall,severe,3,true,true,,translated_reviewed,
حادث صدم و هروب,حادث صدم و هروب,6,صدم و هروب,,hit and run,not specified,hit_and_run,unknown,0,false,true,,translated_reviewed,
حادث صدم اشارة مرورية- بليغ,حادث صدم اشارة مرورية - بليغ,6,صدم اشارة مرورية,بليغ,hit traffic sign,severe,hit_traffic_sign,severe,3,true,true,,translated_reviewed,
حادث صدم دراجة,حادث صدم دراجة,6,صدم دراجة,,"hit two-wheeler, unspecified",not specified,hit_two_wheeler_unspecified,unknown,0,false,true,,reviewed_conservative,Arabic source says two-wheeler generically; retained without forcing bicycle vs motorcycle.
حادث اصطدام بين عدة سيارات,حادث اصطدام بين عدة سيارات,6,اصطدام بين عدة سيارات,,multi-vehicle collision,not specified,multi_vehicle_collision,unknown,0,false,true,,translated_reviewed,
حادث صدم جدار,حادث صدم جدار,6,صدم جدار,,hit wall,not specified,hit_wall,unknown,0,false,true,,translated_reviewed,
حادث صدم مبنى او بيوت او معرض- بليغ,حادث صدم مبنى او بيوت او معرض - بليغ,5,صدم مبنى او بيوت او معرض,بليغ,"hit building, house, or showroom",severe,hit_building_house_showroom,severe,3,true,true,,translated_reviewed,
صدم صهريج مواد كيماوية - بسيط,صدم صهريج مواد كيماوية - بسيط,5,صدم صهريج مواد كيماوية,بسيط,hit chemical tanker,minor,hit_chemical_tanker,minor,1,true,true,,translated_reviewed,
صدم صهريج محروقات - بسيط,صدم صهريج محروقات - بسيط,5,صدم صهريج محروقات,بسيط,hit fuel tanker,minor,hit_fuel_tanker,minor,1,true,true,,translated_reviewed,
صدم جسم في الشارع - بليغ,صدم جسم في الشارع - بليغ,5,صدم جسم في الشارع,بليغ,hit object in road,severe,hit_object_in_road,severe,3,true,true,,translated_reviewed,
مىأة فإعءـ ىخػؽك - ؽنضإ,مىأة فإعء ىخػؽك - ؽنضإ,5,مىأة فإعء ىخػؽك - ؽنضإ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
ػاهخ رـرفق لزرسػ - ظنضء,ػاهخ ررفق لزرسػ - ظنضء,5,ػاهخ ررفق لزرسػ - ظنضء,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
سقوط مركبة من على جسر - بسيط,سقوط مركبة من على جسر - بسيط,5,سقوط مركبة من على جسر,بسيط,vehicle falling from bridge,minor,vehicle_falling_from_bridge,minor,1,true,true,,translated_reviewed,
حادث ضد مجهول- متوسط,حادث ضد مجهول - متوسط,4,ضد مجهول,متوسط,incident involving unknown party,moderate,unknown_party_incident,moderate,2,true,true,,translated_reviewed,Dubai Police category; verify exact operational meaning if used in final report.
سهغى هأز ذس ؿخوكفت - ػلطا,سهغى هأز ذس ؿخوكفت - ػلطا,4,سهغى هأز ذس ؿخوكفت - ػلطا,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
سقوط حاوية- بليغ,سقوط حاوية - بليغ,4,سقوط حاوية,بليغ,container fall,severe,container_fall,severe,3,true,true,,translated_reviewed,
سقوط مركبة من على جسر- بسيط,سقوط مركبة من على جسر - بسيط,3,سقوط مركبة من على جسر,بسيط,vehicle falling from bridge,minor,vehicle_falling_from_bridge,minor,1,true,true,,translated_reviewed,
صدم ترام - بسيط,صدم ترام - بسيط,3,صدم ترام,بسيط,hit tram,minor,hit_tram,minor,1,true,true,,translated_reviewed,
تدهور حافلة مدرسية - بليغ,تدهور حافلة مدرسية - بليغ,3,تدهور حافلة مدرسية,بليغ,school bus rollover,severe,school_bus_rollover,severe,3,true,true,,translated_reviewed,
سقوط مركبة من ارتفاع- بليغ,سقوط مركبة من ارتفاع - بليغ,3,سقوط مركبة من ارتفاع,بليغ,vehicle falling from height,severe,vehicle_falling_from_height,severe,3,true,true,,translated_reviewed,
حادث تدهور صهريج لمواد قابلة للاشتعال- بليغ,حادث تدهور صهريج لمواد قابلة للاشتعال - بليغ,3,تدهور صهريج لمواد قابلة للاشتعال,بليغ,flammable materials tanker rollover,severe,flammable_tanker_rollover,severe,3,true,true,,translated_reviewed,
سقوط حاوية- متوسط,سقوط حاوية - متوسط,3,سقوط حاوية,متوسط,container fall,moderate,container_fall,moderate,2,true,true,,translated_reviewed,
حادث صدم اشارة مرورية- متوسط,حادث صدم اشارة مرورية - متوسط,3,صدم اشارة مرورية,متوسط,hit traffic sign,moderate,hit_traffic_sign,moderate,2,true,true,,translated_reviewed,
حادث دهس رجل,حادث دهس رجل,2,دهس رجل,,pedestrian collision involving man,not specified,pedestrian_collision_man,unknown,0,false,true,,translated_reviewed,
حادث ضد مجهول - بليغ,حادث ضد مجهول - بليغ,2,ضد مجهول,بليغ,incident involving unknown party,severe,unknown_party_incident,severe,3,true,true,,translated_reviewed,Dubai Police category; verify exact operational meaning if used in final report.
إصابة راكب أثناء حركة المركبة - بسيط,إصابة راكب أثناء حركة المركبة - بسيط,2,إصابة راكب أثناء حركة المركبة,بسيط,passenger injury while vehicle is moving,minor,passenger_injury_moving_vehicle,minor,1,true,true,,translated_reviewed,
وكح ئسزو - مآؼأ,وكح ئسزو - مآؼأ,2,وكح ئسزو - مآؼأ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
ضصؼقلئقعنظؿ دـطمزفغن - كءطت,ضصؼقلئقعنظؿ دطمزفغن - كءطت,2,ضصؼقلئقعنظؿ دطمزفغن - كءطت,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
مجءد حـرلف كةضصع - ؿكزت,مجءد حرلف كةضصع - ؿكزت,2,مجءد حرلف كةضصع - ؿكزت,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
اآة وؼلو - ؼقػأ,اآة وؼلو - ؼقػأ,2,اآة وؼلو - ؼقػأ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
قلخذق صأبلك غسػذؽ - ضإطآ,قلخذق صأبلك غسػذؽ - ضإطآ,2,قلخذق صأبلك غسػذؽ - ضإطآ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
سقوط مركبة في حفرة,سقوط مركبة في حفرة,2,سقوط مركبة في حفرة,,vehicle falling into pit,not specified,vehicle_falling_into_pit,unknown,0,false,true,,translated_reviewed,
صدم جسر من شاحنة عالية الارتفاع - بليغ,صدم جسر من شاحنة عالية الارتفاع - بليغ,2,صدم جسر من شاحنة عالية الارتفاع,بليغ,bridge strike by over-height truck,severe,bridge_strike_overheight_truck,severe,3,true,true,,translated_reviewed,
حادث صدم حيوان,حادث صدم حيوان,2,صدم حيوان,,hit animal,not specified,hit_animal,unknown,0,false,true,,translated_reviewed,
حادث تدهور باص عمال او موظفين- متوسط,حادث تدهور باص عمال او موظفين - متوسط,2,تدهور باص عمال او موظفين,متوسط,worker bus rollover,moderate,worker_bus_rollover,moderate,2,true,true,,translated_reviewed,
حادث صدم مبنى او بيوت او معرض- متوسط,حادث صدم مبنى او بيوت او معرض - متوسط,2,صدم مبنى او بيوت او معرض,متوسط,"hit building, house, or showroom",moderate,hit_building_house_showroom,moderate,2,true,true,,translated_reviewed,
سقوط مركبة من ارتفاع - بليغ,سقوط مركبة من ارتفاع - بليغ,2,سقوط مركبة من ارتفاع,بليغ,vehicle falling from height,severe,vehicle_falling_from_height,severe,3,true,true,,translated_reviewed,
صدم قطار - بليغ,صدم قطار - بليغ,2,صدم قطار,بليغ,hit train,severe,hit_train,severe,3,true,true,,translated_reviewed,
ذندؾػك صمؽةتؽ,ذندؾػك صمؽةتؽ,1,ذندؾػك صمؽةتؽ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
قبئكؿذ مرظ جهتــسذ - مئرت,قبئكؿذ مرظ جهتسذ - مئرت,1,قبئكؿذ مرظ جهتسذ - مئرت,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
قفحغأ ءكؿقظ ثفؿؽن - عزطء,قفحغأ ءكؿقظ ثفؿؽن - عزطء,1,قفحغأ ءكؿقظ ثفؿؽن - عزطء,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
كقح فوضر - طإطأ,كقح فوضر - طإطأ,1,كقح فوضر - طإطأ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
ؿؤىفضد ؼدث طأذؿؾطج - مشخئ,ؿؤىفضد ؼدث طأذؿؾطج - مشخئ,1,ؿؤىفضد ؼدث طأذؿؾطج - مشخئ,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
هؠذ ؾوصؽم رقلؼؿ - ؿبشث,هؠذ ؾوصؽم رقلؼؿ - ؿبشث,1,هؠذ ؾوصؽم رقلؼؿ - ؿبشث,,unclear source category,not specified,unclear_source_category,unknown,0,false,false,garbled_source_category,reviewed_excluded,Source Arabic appears garbled or non-meaningful; excluded from category-level EDA.
توقف مركبة في شارع المغادرين,توقف مركبة في شارع المغادرين,1,توقف مركبة في شارع المغادرين,,vehicle stopped on departures road,not specified,vehicle_stopped_departures_road,unknown,0,false,true,,translated_reviewed,
تدهور حافلة مدرسية - بسيط,تدهور حافلة مدرسية - بسيط,1,تدهور حافلة مدرسية,بسيط,school bus rollover,minor,school_bus_rollover,minor,1,true,true,,translated_reviewed,
حادث صدم ترام- بليغ,حادث صدم ترام - بليغ,1,صدم ترام,بليغ,hit tram,severe,hit_tram,severe,3,true,true,,translated_reviewed,
حادث تدهور دراجة,حادث تدهور دراجة,1,تدهور دراجة,,"two-wheeler rollover, unspecified",not specified,two_wheeler_rollover_unspecified,unknown,0,false,true,,reviewed_conservative,Arabic source says two-wheeler generically; retained without forcing bicycle vs motorcycle.
حادث ضد مجهول- بليغ,حادث ضد مجهول - بليغ,1,ضد مجهول,بليغ,incident involving unknown party,severe,unknown_party_incident,severe,3,true,true,,translated_reviewed,Dubai Police category; verify exact operational meaning if used in final report.
سقوط مركبة من على جسر- متوسط,سقوط مركبة من على جسر - متوسط,1,سقوط مركبة من على جسر,متوسط,vehicle falling from bridge,moderate,vehicle_falling_from_bridge,moderate,2,true,true,,translated_reviewed,
سقوط رافعة- متوسط,سقوط رافعة - متوسط,1,سقوط رافعة,متوسط,crane fall,moderate,crane_fall,moderate,2,true,true,,translated_reviewed,
حادث دهس طفل-متوسط,حادث دهس طفل - متوسط,1,دهس طفل,متوسط,pedestrian collision involving child,moderate,pedestrian_collision_child,moderate,2,true,true,,translated_reviewed,
صدم قطار - بسيط,صدم قطار - بسيط,1,صدم قطار,بسيط,hit train,minor,hit_train,minor,1,true,true,,translated_reviewed,
حادث تدهور باص مدرسة- بسيط,حادث تدهور باص مدرسة - بسيط,1,تدهور باص مدرسة,بسيط,school bus rollover,minor,school_bus_rollover,minor,1,true,true,,translated_reviewed,
